Id,Sku,Product name,Manage stock,Stock status,Backorders,Stock,Type,Parent ID
11988,R907A-BL,Led Blanco - Pasta Transparente ,true,outofstock,no,,product-variant,11984
11989,R907A-MO,Led Morado - Pasta Transparente ,,onbackorder,no,,product-variant,11984
11990,R907A-PR,Led Rojo - Pasta Roja ,,onbackorder,no,,product-variant,11984
11991,R907A-RJ,Led Rojo - Pasta Transparente ,,onbackorder,no,,product-variant,11984
11992,R907A-VE,Led Verde - Pasta Transparente ,,onbackorder,no,,product-variant,11984
12001,R906,Regleta 44cm Neón Lux | X4 Unidades | R906,,onbackorder,no,,variable,
12010,R903A,Regleta 15 Led Fluxs | X6 Unidades | R903A,,instock,no,,variable,
12011,R903A-PA,Led Amarillo - Pasta Amarilla ,,onbackorder,no,,product-variant,12010
12012,R903A-AM,Led Amarillo - Pasta Transparente ,,onbackorder,no,,product-variant,12010
12013,R903A-AZ,Led Azul - Pasta Transparente ,,onbackorder,no,,product-variant,12010
12014,R903A-BL,Led Blanco - Pasta Transparente ,true,instock,no,33,product-variant,12010
12015,R903A-MO,Led Morado - Pasta Transparente ,true,outofstock,no,,product-variant,12010
12016,R903A-PR,Led Rojo - Pasta Roja ,true,instock,no,161,product-variant,12010
12017,R903A-RJ,Led Rojo - Pasta Transparente ,true,outofstock,no,,product-variant,12010
12018,R903A-VE,Led Verde - Pasta Transparente ,,onbackorder,no,,product-variant,12010
12019,R902,Regleta 24 Leds 4.8 | X4 Unidades | R902,,instock,no,,variable,
12028,R901,Regleta 18 Led Fluxs | X7 Unidades | R901A,,instock,no,,variable,
12029,R901A-PA,Led Amarillo - Pasta Amarilla ,true,outofstock,no,,product-variant,12028
12030,R901A-AM,Led Amarillo - Pasta Transparente ,,onbackorder,no,,product-variant,12028
12031,R901A-AZ,Led Azul - Pasta Transparente ,true,instock,no,1,product-variant,12028
12032,R901A-BL,Led Blanco - Pasta Transparente ,,onbackorder,no,,product-variant,12028
12033,R901A-MO,Led Morado - Pasta Transparente ,,onbackorder,no,,product-variant,12028
12034,R901A-PR,Led Rojo - Pasta Roja ,true,instock,no,22,product-variant,12028
12035,R901A-RJ,Led Rojo - Pasta Transparente ,,onbackorder,no,,product-variant,12028
12036,R901A-VE,Led Verde - Pasta Transparente ,true,instock,no,1,product-variant,12028
12037,R900A,Regleta 9 Led Fluxs | X4 Unidades | R900A,,onbackorder,no,,variable,
12046,L111,Lámpara Lateral Ovalada Neón Lux | L111,,instock,no,,variable,
12047,L111A-PA,Led Amarillo - Pasta Amarilla Aro en acero ,true,outofstock,no,,product-variant,12046
12048,L111P-PA,Led Amarillo - Pasta Amarilla Aro en plástico ,,onbackorder,no,,product-variant,12046
12049,L111SP-PA,Led Amarillo - Pasta Amarilla Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,12046
12050,L111PA,Led Amarillo - Pasta Amarilla Sin Aro ,,onbackorder,no,,product-variant,12046
12051,L111A-AM,Led Amarillo - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12046
12052,L111P-AM,Led Amarillo - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,12046
12053,L111SP-AM,Led Amarillo - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,12046
12054,L111AM,Led Amarillo - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12046
12055,L111A-AZ,Led Azul - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12046
12056,L111P-AZ,Led Azul - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,12046
12057,L111SP-AZ,Led Azul - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,12046
12058,L111AZ,Led Azul - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12046
12059,L111A-BL,Led Blanco - Pasta Transparente Aro en acero ,true,instock,no,44,product-variant,12046
12060,L111P-BL,Led Blanco - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,12046
12061,L111SP-BL,Led Blanco - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,12046
12062,L111BL,Led Blanco - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12046
12063,L111A-MO,Led Morado - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12046
12064,L111P-MO,Led Morado - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,12046
12065,L111SP-MO,Led Morado - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,12046
12066,L111MO,Led Morado - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12046
12067,L111A-PR,Led Rojo - Pasta Roja Aro en acero ,true,instock,no,1237,product-variant,12046
12068,L111P-PR,Led Rojo - Pasta Roja Aro en plástico ,true,outofstock,no,,product-variant,12046
12069,L111SP-PR,Led Rojo - Pasta Roja Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,12046
12070,L111PR,Led Rojo - Pasta Roja Sin Aro ,,onbackorder,no,,product-variant,12046
12071,L111A-RJ,Led Rojo - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12046
12072,L111P-RJ,Led Rojo - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,12046
12073,L111SP-RJ,Led Rojo - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,12046
12074,L111RJ,Led Rojo - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12046
12075,L111A-VE,Led Verde - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12046
12076,L111P-VE,Led Verde - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,12046
12077,L111SP-VE,Led Verde - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,12046
12078,L111VE,Led Verde - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12046
12167,S428,Stop Triple Neón Sencillo | S428,,instock,no,,variable,
12170,S412,Stop 1" Ojo De Buey | X5 Unidades | S412,,instock,no,,variable,
12182,S422,Stop 1″ 1/2 Neón LUX | S422,,instock,no,,variable,
12200,S424,Stop Rectangular Neón | S424,,instock,no,,variable,
12216,S409,Stop Triple Pequeño Perlado con Regleta | S409,,instock,no,,variable,
12224,S408,Stop Triple Pequeño Perlado Sencillo | S408,,onbackorder,no,,variable,
12225,S407,Stop Triple Sobreponer Cuadrado Neón Lux | S407,,instock,no,,variable,
12226,S405,Stop 4″ Perlado Tipo Importado | S405,,instock,no,,variable,
12239,S420,Stop 2" Neón Lux | S420,,instock,no,,variable,
12248,S410,Stop 2" Perlado | S410,,instock,no,,variable,
12255,S404,Stop 4″ Neón Lux Dual-Volt | S404,,instock,no,,variable,
12269,S309,Stop Triple Sobreponer Cuadrado con Regleta | S309,,instock,no,,variable,
12270,S326,Semáforo Cuadrado 3" Auxiliar Neón Lux | S326,,onbackorder,no,,variable,
12271,S315,Semáforo Cuadrado 3" Auxiliar Perlado | S315,,instock,no,,variable,
12272,S314,Semáforo Regleta Doble 10 CM Neón Lux | S314,,onbackorder,no,,variable,
12273,S313,Semáforo Regleta Doble 10 Led | S313,,instock,no,,variable,
12274,S312,Semáforo Regleta Triple de Sobreponer 23 Led | S312,,instock,no,,variable,
12275,S311,Semáforo Regleta Triple 17cm Sobreponer Neón Lux | S311,,instock,no,,variable,
12276,S310,Semáforo Regleta Triple 23cm Sobreponer Neón Lux | X2 Unidades | S310,,instock,no,,variable,
12277,S308,Semáforo Regleta 31cm Perno Neón Lux | X 2 Unidades | S308,,instock,no,,variable,
12278,S307,Semáforo Regleta 17cm Perno Neón Lux | S307,,instock,no,,variable,
12279,S305,Semáforo Triple Regleta 39 Led Bajo Perfil Sobreponer | X2 Unidades | S305,,onbackorder,no,,variable,
12280,S304,Semáforo Doble Regleta 36 Led Perno | X 2 Unidades | S304,,instock,no,,variable,
12281,S303,Semáforo Doble Regleta 18 Led Perno | S303,,onbackorder,no,,variable,
12282,S306,Semáforo cuadrado Neón Lux | S306,,instock,no,,variable,
12283,S302,Semáforo doble cara cuadrado 56 Leds | S302,,onbackorder,no,,variable,
12813,R914,Regleta Pequeña 24 Led | X5 Unidades | R914,,instock,no,,variable,
12823,R915,Regleta Mediana 36 Led | X5 Unidades | R915,,instock,no,,variable,
12840,L520,Licuadora Strober Escolta 36 Led | L520,,instock,no,,variable,
12874,L108A-PA,Led Amarillo - Pasta Amarilla Aro en acero ,true,instock,no,182,product-variant,10816
12875,L108P-PA,Led Amarillo - Pasta Amarilla Aro en plástico ,true,instock,no,1198,product-variant,10816
12876,L108SP-PA,Led Amarillo - Pasta Amarilla Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,10816
12877,L108PA,Led Amarillo - Pasta Amarilla Sin Aro ,true,instock,no,53,product-variant,10816
12878,L108A-AM,Led Amarillo - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,10816
12879,L108P-AM,Led Amarillo - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,10816
12880,L108SP-AM,Led Amarillo - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,10816
12881,L108AM,Led Amarillo - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,10816
12882,L108A-AZ,Led Azul - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,10816
12883,L108P-AZ,Led Azul - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,10816
12884,L108SP-AZ,Led Azul - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,10816
12885,L108AZ,Led Azul - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,10816
12886,L108A-BL,Led Blanco - Pasta Transparente Aro en acero ,true,instock,no,264,product-variant,10816
12887,L108P-BL,Led Blanco - Pasta Transparente Aro en plástico ,true,instock,no,88,product-variant,10816
12888,L108SP-BL,Led Blanco - Pasta Transparente Aro en plástico de sobreponer ,true,instock,no,11,product-variant,10816
12889,L108BL,Led Blanco - Pasta Transparente Sin Aro ,true,instock,no,127,product-variant,10816
12890,L108A-MO,Led Morado - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,10816
12891,L108P-MO,Led Morado - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,10816
12892,L108SP-MO,Led Morado - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,10816
12893,L108MO,Led Morado - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,10816
12894,L108A-PR,Led Rojo - Pasta Roja Aro en acero ,true,instock,no,279,product-variant,10816
12895,L108P-PR,Led Rojo - Pasta Roja Aro en plástico ,,onbackorder,no,,product-variant,10816
12896,L108SP-PR,Led Rojo - Pasta Roja Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,10816
12897,L108PR,Led Rojo - Pasta Roja Sin Aro ,true,outofstock,no,,product-variant,10816
12898,L108A-RJ,Led Rojo - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,10816
12899,L108P-RJ,Led Rojo - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,10816
12900,L108SP-RJ,Led Rojo - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,10816
12901,L108RJ,Led Rojo - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,10816
12902,L108A-VE,Led Verde - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,10816
12903,L108P-VE,Led Verde - Pasta Transparente Aro en plástico ,,onbackorder,no,,product-variant,10816
12904,L108SP-VE,Led Verde - Pasta Transparente Aro en plástico de sobreponer ,,onbackorder,no,,product-variant,10816
12905,L108VE,Led Verde - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,10816
12924,LT500,Lámpara Capotera Tipo Pepino Alto | LT500,,instock,no,,variable,
13054,S316,Semáforo Pepino Sencillo Bajo | X 2 Unidades | S316,,instock,no,,variable,
13068,S317,Semáforo Pepino Doble Bajo | S317,,onbackorder,no,,variable,
13084,S318,Semáforo Pepino Sencillo Alto | S318,,instock,no,,variable,
13098,S319,Semáforo Pepino Doble Alto | S319,,onbackorder,no,,variable,
13294,S410A-PA,Led Amarillo - Pasta Amarilla Aro en acero ,true,instock,no,1758,product-variant,12248
13295,S410PA,Led Amarillo - Pasta Amarilla Sin Aro ,true,instock,no,290,product-variant,12248
13296,S410A-AM,Led Amarillo - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12248
13297,S410AM,Led Amarillo - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12248
13298,S410A-AZ,Led Azul - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12248
13299,S410AZ,Led Azul - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12248
13300,S410A-BL,Led Blanco - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12248
13301,S410BL,Led Blanco - Pasta Transparente Sin Aro ,true,instock,no,53,product-variant,12248
13302,S410A-MO,Led Morado - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12248
13303,S410MO,Led Morado - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12248
13304,S410A-PR,Led Rojo - Pasta Roja Aro en acero ,true,instock,no,982,product-variant,12248
13305,S410PR,Led Rojo - Pasta Roja Sin Aro ,true,outofstock,no,,product-variant,12248
13306,S410A-RJ,Led Rojo - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12248
13307,S410RJ,Led Rojo - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12248
13308,S410A-VE,Led Verde - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,12248
13309,S410VE,Led Verde - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,12248
13311,S411,Stop 2"1/2 Perlado | S411,,instock,no,,variable,
13320,S411A-PA,Led Amarillo - Pasta Amarilla Aro en acero ,true,instock,no,327,product-variant,13311
13321,S411PA,Led Amarillo - Pasta Amarilla Sin Aro ,,onbackorder,no,,product-variant,13311
13322,S411A-AM,Led Amarillo - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,13311
13323,S411AM,Led Amarillo - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,13311
13324,S411A-AZ,Led Azul - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,13311
13325,S411AZ,Led Azul - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,13311
13326,S411A-BL,Led Blanco - Pasta Transparente Aro en acero ,true,instock,no,5,product-variant,13311
13328,S411A-MO,Led Morado - Pasta Transparente Aro en acero ,,onbackorder,no,,product-variant,13311
13329,S411MO,Led Morado - Pasta Transparente Sin Aro ,,onbackorder,no,,product-variant,13311
